book_id,title,authors,description,image,isbn,language
"69YEEQAAQBAJ""","""Embedded C Programming""","{Ms.G.SUMITHA," Dr.S.VIJAYAKUMARI SARADHA"","""""Dr.S.ANGELIN KAVITHA RAJ""""",""""" Mrs.R.SASIKALA""""","""""Mrs. R. VIMALA""}""","""Ms.G.SUMITHA, Assistant Professor, Department of Mathematics, Kandaswami Kandar's College, P.Velur, Namakkal, Tamil Nadu, India. Dr.S.VIJAYAKUMARI SARADHA, Assistant Professor, Department of Mathematics, Women's Christian College, Nagercoil, Kanyakumari, Tamil Nadu, India. Dr.S.ANGELIN KAVITHA RAJ, Assistant Professor, Department of Mathematics, Sadakathullah Appa College (Autonomous), Rahmath Nager, Palayamkottai, Tirunelveli, Tamil Nadu, India. Mrs.R.SASIKALA, Assistant Professor, Department of Computer Science, National College, Trichy, Tamil Nadu, India. Mrs. R. VIMALA, Assistant Professor, Department of Mathematics, Paavai Engineering College (Autonomous), Pachal, Namakkal, Tamil Nadu, India.""","""http://books.google.com/books/content?id=69YEEQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api""","""9788119980642""","""en"
"6e6uCgAAQBAJ""","""Mentalization-Based Group Therapy (MBT-G)""","{"Sigmund Karterud"}","""Mentalization-based treatment (MBT) has gained international acclaim as an efficient treatment for patients with borderline personality disorder. The approach is also helpful for other personality disorders and conditions that are difficult to treat, e.g. addiction and eating disorders. MBT consists of a psychoeducational, an individual, and a group therapy component. This is the first comprehensive manual for mentalization-based group therapy. The author has developed the manual in close cooperation with Anthony Bateman and a team of group analysts. It covers all the aspects of MBT which are necessary to produce an informed and qualified group therapist. The book covers the theory behind mentalization and borderline personality disorder (especially its evolutionary roots), the structure of MBT and a discussion of previous experiences with group psychotherapy for borderline patients. The core of the book explains the main principles of MBT-G and provides a powerful means for ensuring that therapists adhere to these principles in a qualified way. The last part contains a full transcript from a real MBT group composed of borderline patients. As the first book dedicated to Group MBT, this book is a valuable and unique addition to the Mentalization literature.""","""http://books.google.com/books/content?id=6e6uCgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api""","""9780191068232""","""en"
"6eCGPwAACAAJ""","""The V Book: A Doctor's Guide to Complete Vulvovaginal Health""","{"Elizabeth Gunther Stewart"","""""Paula Spencer""}""","""Considering how much is known about reproductive health and fertility, reliable medical information about the vulva and vagina is embarrassingly scarce. Now Dr. Stewart, the nation's foremost expert in vulvovaginal health, gives women their first comprehensive guide.""","""","""1417715863""","""en"
"6FDAAgAAQBAJ""","""Achieving High Availability on Linux for System z with Linux-HA Release 2""","{"Lydia Parziale"","""""Antonio Dias""""","""""Livio Teixeira Filho""""","""""Dulce Smith""""","""""Jin VanStee""""","""""Mark Ver""""","""""IBM Redbooks""}""","""As Linux® on System z® becomes more prevalent and mainstream in the industry, the need for it to deliver higher levels of availability is increasing. IBM® supports the High Availability Linux (Linux-HA) project, which provides high availability functions to the open source community. One component of the Linux-HA project is the Heartbeat program, which runs on every known Linux platform. Heartbeat is part of the framework of the Linux-HA project. This IBM Redbooks® publication provides information to help you evaluate and implement Linux-HA release 2 by using Heartbeat 2.0 on the IBM System z platform with either SUSE® Linux Enterprise Server version 10 or Red Hat® Enterprise Linux® 5. To begin, we review the fundamentals of high availability concepts and terminology. Then we discuss the Heartbeat 2.0 architecture and its components. We examine some of the special considerations when using Heartbeat 2.0 on Linux on System z, particularly Linux on z/VM®, with logical partitions (LPARs), interguest communication by using HiperSocketsTM, and Shoot The Other Node In The Head (STONITH) by using VSMSERVE for Simple Network IPL (snIPL). By reading this book, you can examine our environment as we outline our installation and setup processes and configuration. We demonstrate an active and passive single resource scenario and a quorum scenario by using a single resource with three guests in the cluster. Finally, we demonstrate and describe sample usage scenarios.""","""http://books.google.com/books/content?id=6FDAAgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api""","""9780738432595""","""en"
"6fzzvTkRd_kC""","""The Grey Friars in Oxford ... Together with Appendices of Original Documents""","{"Andrew George Little"}","""No Description""","""http://books.google.com/books/content?id=6fzzvTkRd_kC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api""","""ZBZH:ZBZ-00145515""","""en"
"6G_ZCwAAQBAJ""","""The Absent One""","{"Jussi Adler-Olsen"}","""Detective Carl Morck investigates the twenty-year-old murders of a brother and sister whose confessed killer may actually be innocent, a case with ties to a homeless woman and powerful adversaries.""","""http://books.google.com/books/content?id=6G_ZCwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api""","""9780142196830""","""en"
"6HfWEAAAQBAJ""","""The Medieval Welsh Englynion Y Beddau""","{"Patrick Sims-Williams"}","""Edition and translation of this important genre of Old Welsh poetry. The ""Stanzas of the Graves"" or ""Graves of the Warriors of the Island of Britain"", attributed to the legendary poet Taliesin, describe ancient heroes' burial places. Like the ""Triads of the Island of Britain"", they are an indispensable key to the narrative literature of medieval Wales. The heroes come from the whole of Britain, including Mercia and present-day Scotland, as well as many from Wales and a few from Ireland. Many characters known from the Mabinogion appear, often with additional information, as do some from romance and early Welsh saga, such as Arthur, Bedwyr, Gawain, Owain son of Urien, Merlin, and Vortigern. The seventh-century grave of Penda of Mercia, beneath the river Winwæd in Yorkshire, is the latest grave to be included. The poems testify to the interest aroused by megaliths, tumuli, and other apparently man-made monuments, some of which can be identified with known prehistoric remains. This volume offers a full edition and translation of the poems, mapped with reference to all the manuscripts, starting with the Black Book of Carmarthen, the oldest extant book of Welsh poetry. There is also a detailed commentary on their linguistic, literary, historical, and archaeological aspects.""","""http://books.google.com/books/content?id=6HfWEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api""","""9781843847069""","""en"
"6i0tAQAAMAAJ""","""Ohio Law Bulletin""","""{}""","""No Description""","""http://books.google.com/books/content?id=6i0tAQAAMAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api""","""UOM:35112102833482""","""en"
"6lJRToDUeWUC""","""Music and Ceremony at the Court of Charles V""","{"Mary Tiffany Ferer"}","""'Music and Ceremony' reconstructs musical life at the court of Charles V, examining the compositions which emanated from the court, the ordinances which prescribed ritual and ceremony, and the Emperor's prestigious chapel which reflected his power and influence.""","""http://books.google.com/books/content?id=6lJRToDUeWUC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api""","""9781843836995""","""en"
"6nDfAgAAQBAJ""","""I Could Be Killing You""","{"Jeremy L Main Sr."}","""Take a journey through a life being put to death. Ride along with a serial killer as he tells all. Come inside and explore the darker side of your soul. As you ride along with beauty and brutality, love and lust, undying friendship and the art of death itself. You will have to come inside to find out for yourself. One thing is for sure, once you walk in his shoes, you will never be the same again.""","""http://books.google.com/books/content?id=6nDfAgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api""","""9781491848173""","""en"
"6P15DwAAQBAJ""","""Ces forces obscures de l’âme""","{"Christine Margerrison"}","""This is the first major investigation of Camus’s prose fiction to explore the developing presentation of women, from the author’s earliest writings to his last, unfinished novel. Avoiding the traditional relegation of this subject to an emotional or private sphere, it traces Camus’s intellectual development in order to demonstrate the centrality of this subject to Camus’s work as a whole. If the Absurd, constructed over the body of the “real” woman, liberates the writer to follow a “true path” of literary creation, the impending loss of his Algerian homeland impells a return to “all that he had not been free to choose”, the ties of blood. These conflictual and unresolved ties are here investigated, in conjunction with the presentation of mythical female figures expressing Camus’s darkest fears, partly voiced in other writings, concerning that “other” Algeria for which he would never fight. Exploring complex interconnections between sexuality, “race” and colonialism, this volume is pertinent to all who are interested in the writings of Camus, particularly those seeking relevant new ways of approaching his work.""","""http://books.google.com/books/content?id=6P15DwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api""","""9789401205696""","""en"
